t,T,ferrite,pearlite,bainite,martensite,austenite
820.0,589.9999999999998,0.062179053875707595,0.004871977453296194,0.0,0.0,0.9329489686709962
822.0,588.9999999999999,0.06316116250392559,0.005082617389413929,0.0,0.0,0.9317562201066605
824.0,587.9999999999999,0.06414677326339294,0.005298967231951469,0.0,0.0,0.9305542595046556
826.0,586.9999999999999,0.0651356927117865,0.005521055543855033,0.0,0.0,0.9293432517443585
828.0,585.9999999999997,0.06612772665010112,0.005748906275695808,0.0,0.0,0.9281233670742031
830.0,585.0,0.06712268023738058,0.005982539804985574,0.0,0.0,0.9268947799576338
832.0,584.0000000000001,0.06812035810383621,0.006221974123831313,0.0,0.0,0.9256576677723325
834.0,583.0000000000001,0.06912056446571495,0.0064672228946624005,0.0,0.0,0.9244122126396227
836.0,581.9999999999999,0.07012310323999611,0.006718295164583501,0.0,0.0,0.9231586015954204
838.0,580.9999999999998,0.07112777815714084,0.006975196630147618,0.0,0.0,0.9218970252127116
840.0,579.9999999999998,0.07213439287246978,0.0072379302760433445,0.0,0.0,0.9206276768514868
842.0,579.0,0.07314275107862464,0.007506494661343174,0.0,0.0,0.9193507542600322
844.0,577.9999999999998,0.07415265661705564,0.007780884014209602,0.0,0.0,0.9180664593687348
846.0,577.0000000000001,0.07516391358687262,0.008061089751830335,0.0,0.0,0.916774996661297
848.0,576.0,0.07617632645368448,0.008347099529435345,0.0,0.0,0.9154765740168802
850.0,575.0000000000001,0.07718970015798302,0.008638896586655651,0.0,0.0,0.9141714032553614
852.0,574.0000000000001,0.0782038402210339,0.008936460914627815,0.0,0.0,0.9128596988643383
854.0,573.0,0.07921855284946913,0.009239769188136428,0.0,0.0,0.9115416779623944
856.0,571.9999999999998,0.08023247494939546,0.009548437593043807,0.0010507281490836865,0.0,0.9091683593084771
858.0,570.9999999999998,0.08124592495648558,0.009862580449835246,0.0016418265251207666,0.0,0.9072496680685584
860.0,569.9999999999999,0.08225845285896323,0.010182074498518512,0.002464024937099735,0.0,0.9050954477054185
862.0,568.9999999999999,0.0832695448436744,0.010506767167893016,0.003575118340381951,0.0,0.9026485696480506
864.0,567.9999999999998,0.08427861540259012,0.010836473371654234,0.005040117720002756,0.0,0.8998447935057529
866.0,567.0,0.08528499867935677,0.011170970801364272,0.006932006095666387,0.0,0.8966120244236125
868.0,566.0000000000001,0.08628793994710755,0.011509994598207073,0.009331716265764912,0.0,0.8928703491889205
870.0,565.0000000000001,0.08728658688810804,0.011853233123955934,0.012328420596229744,0.0,0.8885317593917063
872.0,563.9999999999999,0.08827998074185099,0.012200321995944525,0.016019782071190796,0.0,0.8834999151910137
874.0,562.9999999999997,0.0892670473605859,0.012550838412262271,0.0205121897698568,0.0,0.877669924457295
876.0,561.9999999999999,0.09024658824196365,0.012904295661604209,0.025920952041366567,0.0,0.8709281640550656
878.0,561.0,0.0912172716584434,0.013260136259246413,0.03237040469514005,0.0,0.8631521873871701
880.0,559.9999999999999,0.09217762406603112,0.013617726127083667,0.03999387558595826,0.0,0.854210774220927
882.0,559.0,0.09312602206636186,0.013976347899983905,0.0489334252254963,0.0,0.8439642048081579
884.0,557.9999999999999,0.09406068531172966,0.014335194568187295,0.05933925715352569,0.0,0.8322648629665573
886.0,557.0000000000001,0.09497967089131662,0.0146933638156829,0.07136866122210941,0.0,0.8189583040708911
888.0,556.0,0.09588086992257248,0.01504985234062403,0.08518431827977546,0.0,0.8038849594570281
890.0,554.9999999999999,0.09676200729046347,0.015403552177913414,0.10095175839923565,0.0,0.7868826821323874
892.0,553.9999999999998,0.0976206457311537,0.01575324797466884,0.1188357312426195,0.0,0.767790375051558
894.0,552.9999999999998,0.09845419572471523,0.01609761738799719,0.13899522442161494,0.0,0.7464529624656726
896.0,551.9999999999998,0.09925993292138686,0.016435234539964955,0.16157686657947917,0.0,0.722727965959169
898.0,551.0,0.10003502502583879,0.01676457816012473,0.18670649449888563,0.0,0.6964939023151508
900.0,550.0000000000001,0.100776570133526,0.017084045469336024,0.21447877109017344,0.0,0.6676606133069645
902.0,549.0,0.10148164835340838,0.017391972857007856,0.24494493880142096,0.0,0.6361814399881628
904.0,548.0000000000002,0.1021473880448432,0.01768666478707283,0.2780991006422027,0.0,0.6020668465258813
906.0,546.9999999999997,0.10277104703061218,0.01796643113520764,0.3138638402041287,0.0,0.5653986816300515
908.0,546.0,0.10335010765114214,0.018229633525590958,0.3520764882808287,0.0,0.5263437705424382
910.0,544.9999999999999,0.10388238253031407,0.018474739186564754,0.3924778291261329,0.0,0.4851650491569883
912.0,544.0,0.10436612562492205,0.018700380703010756,0.4347053665218111,0.0,0.44222812715025617
914.0,543.0,0.10480014092590628,0.0189054177903027,0.47829325237128134,0.0,0.3980011889125097
916.0,542.0,0.1051838796351108,0.01908899703827919,0.5226804510827852,0.0,0.3530466722438248
918.0,541.0,0.1055175163692822,0.019250604287037364,0.567227611471979,0.0,0.30800426787170143
920.0,540.0,0.10580199638876406,0.01939010525781115,0.6112415714914246,0.0,0.2635663268620002
922.0,539.0000000000001,0.10603904907944534,0.019507770786163413,0.6540047586084357,0.0,0.22044842152595556
924.0,537.9999999999998,0.10623116752093695,0.019604285547515837,0.694805402383908,0.0,0.17935914454763924
926.0,536.9999999999999,0.10638155918430256,0.019680741463706942,0.7329637836546488,0.0,0.14097391569734175
928.0,535.9999999999998,0.10649407785779834,0.019738620041993244,0.767849720810866,0.0,0.10591758128934248
930.0,535.0000000000002,0.10657315161878635,0.019779770597252624,0.7988866162539491,0.0,0.07476046153001192
932.0,533.9999999999999,0.10662372739635066,0.019806395065579227,0.8255362144326066,0.0,0.04803366310546353
934.0,533.0,0.1066512649601424,0.019821057457518828,0.8472516680064406,0.0,0.02627600957589815
936.0,532.0,0.10666185537852324,0.019826760151151774,0.8633572075378682,0.0,0.010154176932456793
938.0,530.9999999999998,0.10666278413697917,0.01982726586496923,0.8726149998860926,0.0,0.0008949501119590586
940.0,529.9999999999999,0.10666370665989382,0.019827773746692073,0.8726149998860926,0.0,0.000893519707321544
942.0,528.9999999999997,0.10666462285139681,0.019828283669130142,0.8726149998860926,0.0,0.0008920935933804941
944.0,528.0000000000003,0.106665532618889,0.019828795504740624,0.8726149998860926,0.0,0.0008906719902778137
946.0,526.9999999999999,0.10666643587304002,0.01982930912578092,0.8726149998860926,0.0,0.0008892551150865291
948.0,526.0,0.10666733252778374,0.01982982440434203,0.8726149998860926,0.0,0.000887843181781589
950.0,525.0,0.10666822250031151,0.01983034121248017,0.8726149998860926,0.0,0.0008864364011157422
952.0,524.0,0.10666910571106325,0.019830859422277566,0.8726149998860926,0.0,0.0008850349805665791
954.0,523.0,0.1066699820837165,0.019831378905935806,0.8726149998860926,0.0,0.0008836391242550423
956.0,521.9999999999998,0.10667085154517349,0.01983189953587075,0.8726149998860926,0.0,0.0008822490328631583
958.0,520.9999999999998,0.10667171402554607,0.019832421184770625,0.8726149998860926,0.0,0.000880864903590739
960.0,520.0,0.10667256945813891,0.019832943725711604,0.8726149998860926,0.0,0.0008794869300569053
962.0,519.0000000000002,0.10667341777943087,0.01983346703220228,0.8726149998860926,0.0,0.0008781153022742183
964.0,518.0,0.10667425892905448,0.01983399097829224,0.8726149998860926,0.0,0.0008767502065607502
966.0,516.9999999999999,0.10667509284977375,0.019834515438629696,0.8726149998860926,0.0,0.0008753918255040016
968.0,515.9999999999998,0.10667591948746034,0.019835040288542452,0.8726149998860926,0.0,0.0008740403379046136
970.0,515.0000000000001,0.10667673879106794,0.01983556540411888,0.8726149998860926,0.0,0.000872695918720634
972.0,513.9999999999999,0.10667755071260517,0.019836090662261965,0.8726149998860926,0.0,0.0008713587390403177
974.0,513.0,0.1066783552071071,0.0198366159407823,0.8726149998860926,0.0,0.000870028966017955
976.0,511.9999999999999,0.10667915223260542,0.01983714111844379,0.8726149998860926,0.0,0.0008687067628582179
978.0,511.0,0.106679941750097,0.01983766607504632,0.8726149998860926,0.0,0.0008673922887640906
980.0,510.0,0.10668072372351116,0.019838190691482748,0.8726149998860926,0.0,0.0008660856989135546
982.0,508.9999999999998,0.1066814981196756,0.01983871484979893,0.8726149998860926,0.0,0.0008647871444329436
984.0,507.9999999999999,0.10668226490828156,0.019839238433264815,0.8726149998860926,0.0,0.0008634967723610831
986.0,507.00000000000017,0.10668302406184753,0.019839761326417616,0.8726149998860926,0.0,0.0008622147256422963
988.0,505.99999999999994,0.10668377555568195,0.019840283415134254,0.8726149998860926,0.0,0.0008609411430912095
990.0,504.99999999999983,0.10668451936784458,0.019840804586673304,0.8726149998860926,0.0,0.000859676159389533
992.0,503.99999999999994,0.1066852554791074,0.019841324729734048,0.8726149998860926,0.0,0.0008584199050659658
994.0,503.0,0.10668598387291459,0.01984184373450731,0.8726149998860926,0.0,0.0008571725064855373
996.0,501.99999999999994,0.10668670453534135,0.019842361492717512,0.8726149998860926,0.0,0.0008559340858484976
998.0,501.0,0.1066874174550517,0.019842877897679547,0.8726149998860926,0.0,0.0008547047611762171
1000.0,499.9999999999998,0.10668812262325639,0.019843392844331502,0.8726149998860926,0.0,0.0008534846463195134
1002.0,499.00000000000006,0.10668882003366971,0.019843906229287053,0.8726149998860926,0.0,0.0008522738509506578
1004.0,498.0,0.10668950968246511,0.019844417950869234,0.8726149998860926,0.0,0.0008510724805730341
1006.0,496.99999999999994,0.106690191568231,0.019844927909150725,0.8726149998860926,0.0,0.0008498806365256906
1008.0,496.0,0.10669086569192607,0.019845436005992444,0.8726149998860926,0.0,0.0008486984159888911
1010.0,494.99999999999994,0.10669153205683349,0.019845942145071866,0.8726149998860926,0.0,0.0008475259120019896
1012.0,493.9999999999998,0.10669219066851487,0.019846446231923175,0.8726149998860926,0.0,0.0008463632134694254
1014.0,492.9999999999999,0.10669284153476476,0.019846948173959086,0.8726149998860926,0.0,0.000845210405183594
1016.0,492.0,0.10669348466556339,0.01984744788050623,0.8726149998860926,0.0,0.0008440675678378362
1018.0,491.0,0.10669412007302988,0.019847945262826353,0.8726149998860926,0.0,0.0008429347780511964
1020.0,489.9999999999999,0.10669474777137579,0.01984844023414294,0.8726149998860926,0.0,0.0008418121083886287
1022.0,489.0,0.10669536777685709,0.01984893270966383,0.8726149998860926,0.0,0.0008406996273864209
1024.0,487.99999999999966,0.10669598010772705,0.019849422606599047,0.8726149998860926,0.0,0.0008395973995812822
1026.0,486.99999999999983,0.10669658478418914,0.01984990984418361,0.8726149998860926,0.0,0.0008385054855346574
1028.0,485.9999999999998,0.10669718182834854,0.019850394343688845,0.8726149998860926,0.0,0.0008374239418700302
1030.0,484.9999999999999,0.10669777126416548,0.019850876028442883,0.8726149998860926,0.0,0.0008363528212990134
1032.0,483.9999999999998,0.10669835311740702,0.0198513548238382,0.8726149998860926,0.0,0.0008352921726622053
1034.0,483.0,0.10669892741559962,0.019851830657347542,0.8726149998860926,0.0,0.0008342420409602758
1036.0,481.99999999999983,0.10669949418798216,0.01985230345852959,0.8726149998860926,0.0,0.0008332024673955996
1038.0,481.00000000000006,0.10670005346545762,0.019852773159039386,0.8726149998860926,0.0,0.0008321734894103372
1040.0,480.0,0.10670060528054708,0.019853239692632644,0.8726149998860926,0.0,0.0008311551407276241
1042.0,478.9999999999998,0.10670114966734161,0.01985370299517083,0.8726149998860926,0.0,0.0008301474513949803
1044.0,477.99999999999983,0.10670168666145631,0.01985416300462394,0.8726149998860926,0.0,0.000829150447827165
1046.0,476.9999999999997,0.10670221629998332,0.019854619661070882,0.8726149998860926,0.0,0.0008281641528531392
1048.0,476.0,0.10670273862144558,0.019855072906700227,0.8726149998860926,0.0,0.0008271885857615846
1050.0,475.0,0.10670325366575115,0.01985552268580665,0.8726149998860926,0.0,0.0008262237623496427
1052.0,474.0,0.10670376147414701,0.019855968944789255,0.8726149998860926,0.0,0.000825269694971098
1054.0,473.00000000000006,0.10670426208917448,0.019856411632144695,0.8726149998860926,0.0,0.000824326392588226
1056.0,472.0,0.10670475555462346,0.019856850698462807,0.8726149998860926,0.0,0.0008233938608210867
1058.0,470.99999999999994,0.10670524191548882,0.0198572860964169,0.8726149998860926,0.0,0.0008224721020017034
1060.0,469.99999999999966,0.10670572121792526,0.019857717780756574,0.8726149998860926,0.0,0.0008215611152255775
1062.0,468.99999999999983,0.1067061935092047,0.01985814570829557,0.8726149998860926,0.0,0.0008206608964071993
1064.0,467.9999999999998,0.10670665883767198,0.019858569837901716,0.8726149998860926,0.0,0.0008197714383336718
1066.0,467.0000000000001,0.10670711725270308,0.019858990130482673,0.8726149998860926,0.0,0.0008188927307216654
1068.0,465.9999999999997,0.10670756880466212,0.019859406548973023,0.8726149998860926,0.0,0.0008180247602722623
1070.0,465.0000000000001,0.10670801354485998,0.019859819058318174,0.8726149998860926,0.0,0.0008171675107292442
1072.0,463.99999999999994,0.10670845152551302,0.019860227625458676,0.8726149998860926,0.0,0.0008163209629357127
1074.0,463.00000000000006,0.1067088827997021,0.019860632219312526,0.8726149998860926,0.0,0.0008154850948928205
1076.0,462.00000000000017,0.10670930742133303,0.019861032810756754,0.8726149998860926,0.0,0.0008146598818176143
1078.0,460.9999999999997,0.10670972544509603,0.01986142937260838,0.8726149998860926,0.0,0.0008138452962029863
1080.0,459.9999999999997,0.10671013692642786,0.019861821879603437,0.8726149998860926,0.0,0.0008130413078760723
1082.0,458.9999999999998,0.10671054192147215,0.019862210308376625,0.8726149998860926,0.0,0.0008122478840586478
1084.0,458.0,0.10671094048704256,0.019862594637438134,0.8726149998860926,0.0,0.0008114649894267467
1086.0,456.9999999999997,0.10671133268058497,0.01986297484715184,0.8726149998860926,0.0,0.0008106925861706138
1088.0,456.0,0.10671171856014072,0.01986335091971053,0.8726149998860926,0.0,0.0008099306340560997
1090.0,455.00000000000006,0.10671209818431125,0.019863722839112245,0.8726149998860926,0.0,0.0008091790904839469
1092.0,454.0,0.10671247161222167,0.019864090591134607,0.8726149998860926,0.0,0.0008084379105510742
1094.0,453.00000000000006,0.1067128389034868,0.019864454163309075,0.8726149998860926,0.0,0.0008077070471115277
1096.0,452.00000000000017,0.1067132001181767,0.01986481354489466,0.8726149998860926,0.0,0.0008069864508359892
1098.0,450.99999999999983,0.10671355531678273,0.019865168726850364,0.8726149998860926,0.0,0.000806276070274281
1100.0,449.99999999999994,0.10671390456018547,0.019865519701808092,0.8726149998860926,0.0,0.0008055758519138756
1102.0,448.9999999999999,0.10671424790962165,0.01986586646404397,0.8726149998860926,0.0,0.0008048857402418452
1104.0,447.9999999999999,0.10671458542665281,0.019866209009449933,0.8726149998860926,0.0,0.0008042056778047035
1106.0,447.00000000000006,0.10671491717313464,0.019866547335504598,0.8726149998860926,0.0,0.0008035356052681353
1108.0,445.99999999999994,0.10671524321118593,0.019866881441243503,0.8726149998860926,0.0,0.0008028754614779476
1110.0,445.0000000000001,0.10671556360315933,0.019867211327229465,0.8726149998860926,0.0,0.000802225183518579
1112.0,443.9999999999999,0.10671587841161241,0.019867536995522045,0.8726149998860926,0.0,0.0008015847067729398
1114.0,443.0,0.10671618769927872,0.019867858449647034,0.8726149998860926,0.0,0.0008009539649815878
1116.0,441.99999999999994,0.1067164915290403,0.019868175694565615,0.8726149998860926,0.0,0.0008003328903014584
1118.0,441.00000000000006,0.10671678996390073,0.019868488736643087,0.8726149998860926,0.0,0.0007997214133635966
1120.0,439.9999999999998,0.10671708306695818,0.019868797583617582,0.8726149998860926,0.0,0.0007991194633316656
1122.0,438.9999999999999,0.10671737090137963,0.01986910224456849,0.8726149998860926,0.0,0.0007985269679593454
1124.0,438.0000000000001,0.10671765353037597,0.019869402729884675,0.8726149998860926,0.0,0.000797943853646732
1126.0,437.0,0.10671793101717705,0.019869699051232665,0.8726149998860926,0.0,0.0007973700454977362
1128.0,435.9999999999998,0.10671820342500753,0.019869991221524663,0.8726149998860926,0.0,0.0007968054673752611
1130.0,435.00000000000006,0.10671847081706384,0.01987027925488649,0.8726149998860926,0.0,0.0007962500419570473
1132.0,433.9999999999999,0.10671873325649142,0.019870563166625485,0.8726149998860926,0.0,0.0007957036907905168
1134.0,432.9999999999999,0.10671899080636219,0.01987084297319839,0.8726149998860926,0.0,0.0007951663343468418
1136.0,431.99999999999994,0.10671924352965315,0.01987111869217925,0.8726149998860926,0.0,0.0007946378920750119
1138.0,430.9999999999999,0.10671949148922567,0.019871390342227242,0.8726149998860926,0.0,0.000794118282454459
1140.0,429.9999999999999,0.10671973474780501,0.01987165794305469,0.8726149998860926,0.0,0.000793607423047682
1142.0,429.0000000000001,0.10671997336796021,0.019871921515395116,0.8726149998860926,0.0,0.0007931052305520936
1144.0,428.0,0.10672020741208527,0.019872181080971264,0.8726149998860926,0.0,0.0007926116208508693
1146.0,427.0,0.1067204369423805,0.019872436662463404,0.8726149998860926,0.0,0.0007921265090635732
1148.0,425.99999999999994,0.1067206620208345,0.019872688283477758,0.8726149998860926,0.0,0.0007916498095951185
1150.0,424.9999999999997,0.10672088270920639,0.01987293596851496,0.8726149998860926,0.0,0.0007911814361860614
1152.0,423.99999999999994,0.10672109906900915,0.01987317974293876,0.8726149998860926,0.0,0.0007907213019595627
1154.0,423.0,0.10672131116149322,0.01987341963294504,0.8726149998860926,0.0,0.0007902693194691279
1156.0,422.0,0.10672151904763079,0.019873655665530923,0.8726149998860926,0.0,0.0007898254007456806
1158.0,420.99999999999994,0.10672172278810023,0.019873887868464044,0.8726149998860926,0.0,0.0007893894573431925
1160.0,420.00000000000006,0.10672192244327143,0.01987411627025226,0.8726149998860926,0.0,0.0007889614003837586
1162.0,418.99999999999994,0.10672211807319165,0.01987434090011358,0.8726149998860926,0.0,0.000788541140602117
1164.0,418.0,0.10672230973757182,0.019874561787946297,0.8726149998860926,0.0,0.0007881285883892808
1166.0,416.99999999999994,0.10672249749577328,0.019874778964299362,0.8726149998860926,0.0,0.0007877236538347265
1168.0,415.99999999999966,0.10672268140679499,0.0198749924603433,0.8726149998860926,0.0,0.0007873262467691378
1170.0,414.9999999999999,0.10672286152926129,0.01987520230784133,0.8726149998860926,0.0,0.0007869362768048171
1172.0,413.99999999999983,0.1067230379214103,0.019875408539120763,0.8726149998860926,0.0,0.0007865536533763207
1174.0,412.9999999999999,0.10672321064108264,0.01987561118704473,0.8726149998860926,0.0,0.0007861782857800925
1176.0,411.9999999999997,0.10672337974571061,0.019875810284984457,0.8726149998860926,0.0,0.0007858100832123238
1178.0,411.0,0.10672354529230783,0.019876005866791818,0.8726149998860926,0.0,0.0007854489548078103
1180.0,410.0,0.10672370733745933,0.019876197966772216,0.8726149998860926,0.0,0.0007850948096759236
1182.0,408.9999999999999,0.10672386593731216,0.019876386619657828,0.8726149998860926,0.0,0.0007847475569373596
1184.0,408.0,0.10672402114756648,0.019876571860581383,0.8726149998860926,0.0,0.0007844071057595547
1186.0,406.99999999999994,0.10672417302346689,0.01987675372505033,0.8726149998860926,0.0,0.0007840733653902143
1188.0,405.9999999999998,0.10672432161979441,0.019876932248921373,0.8726149998860926,0.0,0.0007837462451916188
1190.0,404.99999999999966,0.10672446699085862,0.0198771074683754,0.8726149998860926,0.0,0.0007834256546733753
1192.0,403.9999999999997,0.10672460919049039,0.01987727941989284,0.8726149998860926,0.0,0.0007831115035241698
1194.0,402.9999999999998,0.10672474827203492,0.019877448140229598,0.8726149998860926,0.0,0.0007828037016428535
1196.0,402.0,0.10672488428834533,0.01987761366639333,0.8726149998860926,0.0,0.000782502159168752
1198.0,400.99999999999994,0.10672501729177641,0.01987777603562019,0.8726149998860926,0.0,0.000782206786510864
1200.0,399.99999999999983,0.10672514733417895,0.01987793528535196,0.8726149998860926,0.0,0.000781917494376505
1202.0,398.99999999999994,0.10672527446689425,0.01987809145321368,0.8726149998860926,0.0,0.0007816341937995075
1204.0,398.00000000000006,0.1067253987407491,0.0198782445769918,0.8726149998860926,0.0,0.0007813567961665324
1206.0,396.9999999999999,0.10672552020605108,0.019878394694612788,0.8726149998860926,0.0,0.0007810852132434931
1208.0,396.0,0.10672563891258421,0.019878541844122126,0.8726149998860926,0.0,0.0007808193572010902
1210.0,394.9999999999999,0.10672575490960501,0.019878686063663827,0.8726149998860926,0.0,0.0007805591406385703
1212.0,393.9999999999997,0.10672586824583874,0.019878827391460362,0.8726149998860926,0.0,0.0007803044766083733
1214.0,392.99999999999994,0.10672597896947612,0.01987896586579313,0.8726149998860926,0.0,0.0007800552786381143
1216.0,392.0,0.10672608712817028,0.019879101524983393,0.8726149998860926,0.0,0.0007798114607537876
1218.0,391.0,0.10672619276903397,0.019879234407373686,0.8726149998860926,0.0,0.0007795729374997507
1220.0,390.0,0.10672629593863721,0.019879364551309658,0.8726149998860926,0.0,0.0007793396239605954
1222.0,389.0,0.10672639668300504,0.019879491995122418,0.8726149998860926,0.0,0.0007791114357799112
1224.0,387.9999999999999,0.10672649504761576,0.019879616777111312,0.8726149998860926,0.0,0.0007788882891803794
1226.0,386.99999999999966,0.10672659107739935,0.019879738935527188,0.8726149998860926,0.0,0.0007786701009808716
1228.0,385.9999999999998,0.10672668481673611,0.01987985850855618,0.8726149998860926,0.0,0.0007784567886151006
1230.0,384.9999999999999,0.10672677630945573,0.01987997553430391,0.8726149998860926,0.0,0.0007782482701477189
1232.0,383.99999999999994,0.10672686559883644,0.01988009005078018,0.8726149998860926,0.0,0.0007780444642907502
1234.0,383.0,0.10672695272760448,0.019880202095884095,0.8726149998860926,0.0,0.0007778452904187994
1236.0,382.0,0.10672703773793384,0.01988031170738966,0.8726149998860926,0.0,0.0007776506685839291
1238.0,381.0,0.10672712067144623,0.019880418922931825,0.8726149998860926,0.0,0.0007774605195294271
1240.0,380.0,0.10672720156921126,0.019880523779992984,0.8726149998860926,0.0,0.0007772747647032396
1242.0,379.0,0.10672728047174683,0.01988062631588994,0.8726149998860926,0.0,0.0007770933262706281
1244.0,378.0,0.10672735741901977,0.019880726567761332,0.8726149998860926,0.0,0.0007769161271262703
1246.0,377.0,0.10672743245044672,0.019880824572555456,0.8726149998860926,0.0,0.000776743090905252
1248.0,376.0,0.10672750560489513,0.019880920367018558,0.8726149998860926,0.0,0.0007765741419937244
1250.0,375.0,0.10672757692068456,0.019881013987683546,0.8726149998860926,0.0,0.0007764092055393412
1252.0,374.0,0.10672764643558809,0.01988110547085913,0.8726149998860926,0.0,0.0007762482074602506
1254.0,373.0,0.10672771418683395,0.01988119485261939,0.8726149998860926,0.0,0.0007760910744540883
1256.0,372.0,0.10672778021110739,0.019881282168793746,0.8726149998860926,0.0,0.0007759377340063045
1258.0,371.0,0.1067278445445526,0.01988136745495736,0.8726149998860926,0.0,0.000775788114397491
1260.0,370.0,0.1067279072227749,0.019881450746421944,0.8726149998860926,0.0,0.0007756421447105977
1262.0,369.0,0.10672796828084309,0.019881532078226977,0.8726149998860926,0.0,0.0007754997548373721
1264.0,368.0,0.10672802775329186,0.0198816114851313,0.8726149998860926,0.0,0.0007753608754842434
1266.0,367.0,0.1067280856741245,0.019881689001605116,0.8726149998860926,0.0,0.0007752254381777623
1268.0,366.0,0.10672814207681566,0.019881764661822364,0.8726149998860926,0.0,0.0007750933752693756
1270.0,365.0,0.10672819699431424,0.019881838499653477,0.8726149998860926,0.0,0.0007749646199397553
1272.0,364.0,0.1067282504590465,0.01988191054865851,0.8726149998860926,0.0,0.0007748391062023519
1274.0,363.0,0.10672830250291927,0.019881980842080635,0.8726149998860926,0.0,0.0007747167689075019
1276.0,362.0,0.10672835315732321,0.01988204941284,0.8726149998860926,0.0,0.0007745975437442043
1278.0,361.0,0.10672840245313628,0.019882116293527926,0.8726149998860926,0.0,0.0007744813672432294
1280.0,360.0,0.10672845042072734,0.01988218151640147,0.8726149998860926,0.0,0.0007743681767785615
1282.0,359.00000000000006,0.10672849708995978,0.019882245113378313,0.8726149998860926,0.0,0.0007742579105692871
1284.0,358.00000000000006,0.10672854249019531,0.019882307116032012,0.8726149998860926,0.0,0.0007741505076801491
1286.0,357.0000000000001,0.10672858665029784,0.019882367555587536,0.8726149998860926,0.0,0.0007740459080219919
1288.0,356.0,0.10672862959863749,0.019882426462917147,0.8726149998860926,0.0,0.0007739440523527596
1290.0,354.99999999999966,0.10672867136309462,0.019882483868536593,0.8726149998860926,0.0,0.0007738448822761645
1292.0,354.00000000000006,0.10672871197106401,0.019882539802601597,0.8726149998860926,0.0,0.0007737483402417977
1294.0,353.0000000000001,0.10672875144945912,0.01988259429490467,0.8726149998860926,0.0,0.0007736543695435749
1296.0,351.9999999999999,0.1067287898247164,0.019882647374872175,0.8726149998860926,0.0,0.0007735629143188483
1298.0,351.00000000000006,0.1067288271227997,0.019882699071561726,0.8726149998860926,0.0,0.0007734739195459639
1300.0,349.9999999999999,0.10672886336920476,0.019882749413659827,0.8726149998860926,0.0,0.0007733873310428185
1302.0,349.00000000000017,0.10672889858896371,0.019882798429479806,0.8726149998860926,0.0,0.000773303095463862
1304.0,348.00000000000006,0.10672893280664973,0.01988284614696001,0.8726149998860926,0.0,0.0007732211602976546
1306.0,346.99999999999994,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.0,0.0007731414738634257
1308.0,346.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,1.065215679101467e-05,0.0007624893170724567
1310.0,345.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,2.444607324154183e-05,0.0007486954006218349
1312.0,344.0000000000001,0.10672896604638168,0.01988289259366225,0.8726149998860926,3.7990448974861494e-05,0.0007351510248885251
1314.0,343.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,5.128979834118235e-05,0.0007218516755221893
1316.0,341.99999999999994,0.10672896604638168,0.01988289259366225,0.8726149998860926,6.434855402323973e-05,0.0007087929198401621
1318.0,341.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,7.717106851372362e-05,0.000695970405349744
1320.0,340.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,8.976161556596724e-05,0.0006833798582974726
1322.0,339.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.00010212439161838632,0.0006710170822450401
1324.0,338.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.0001142635171931589,0.0006588779566703007
1326.0,337.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.0001261830382695973,0.000646958435593814
1328.0,336.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.00013788692763267606,0.0006352545462307013
1330.0,335.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.00014937908619716428,0.0006237623876662601
1332.0,334.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.00016066334430780293,0.0006124781295556714
1334.0,333.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.000171743463015962,0.0006013980108474648
1336.0,332.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.00018262313533320084,0.0005905183385301882
1338.0,331.0000000000002,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.00019330598746215028,0.0005798354864012811
1340.0,329.99999999999994,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.00020379558000514016,0.0005693458938582641
1342.0,329.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.00021409540915092433,0.0005590460647124651
1344.0,328.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.00022420890783999238,0.0005489325660233968
1346.0,327.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.00023413944690875367,0.0005390020269546714
1348.0,326.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.00024389033621304463,0.0005292511376503439
1350.0,325.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.0002534648257313056,0.000519676648132128
1352.0,324.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.000262866106647801,0.0005102753672155957
1354.0,323.0,0.10672896604638168,0.01988289259366225,0.8726149998860926,0.0002720973124162432,0.0005010441614471395
